claim_id,state,district,latitude,longitude,claimed_area,recorded_area,submission_date,verification_date,approval_date,status,days_pending,claim_type,anomaly_flag,anomaly_type,severity
FRA-00181,Jharkhand,Simdega,22.195257,85.974591,1.4,1.42,2024-11-01,2025-01-18,2025-02-11,Approved,0,Community Forest Resource,False,None,None
FRA-00182,Jharkhand,Ranchi,23.700738,86.509213,7.59,8.5,2024-07-01,,,Rejected,0,Community Forest Resource,False,None,None
FRA-00183,Jharkhand,West Singhbhum,23.409778,85.95579,10.26,9.67,2022-02-14,2022-06-08,2022-06-13,Approved,0,Community Forest Resource,False,None,None
FRA-00184,Madhya Pradesh,Bhopal,23.059243,79.80154,8.35,7.25,2022-05-22,2022-09-29,,Under Verification,1566,Community Forest Right,False,None,None
FRA-00185,Chhattisgarh,Kanker,21.829138,82.935,9.87,9.63,2024-02-23,2024-04-21,2024-06-13,Approved,0,Community Forest Resource,False,None,None
FRA-00186,Maharashtra,Nandurbar,20.614136,75.782159,3.09,3.12,2024-12-29,2025-01-26,2025-01-31,Under Verification,614,Community Forest Resource,True,Delayed Processing,High
FRA-00187,Jharkhand,Gumla,22.61878,85.211559,4.5,5.09,2022-08-20,2022-11-22,2023-01-19,Approved,0,Individual Forest Right,False,None,None
FRA-00188,Chhattisgarh,Kanker,18.336455,81.781832,6.97,7.33,2022-04-10,2022-04-25,2022-06-20,Approved,0,Community Forest Resource,False,None,None
FRA-00189,Chhattisgarh,Bastar,18.700678,82.98045,3.9,4.39,2025-03-25,2025-06-19,2025-08-04,Approved,0,Individual Forest Right,False,None,None
FRA-00190,Kerala,Palakkad,10.740681,75.687885,8.57,8.81,2022-12-25,,,Pending,1349,Community Forest Right,False,None,None
FRA-00191,Madhya Pradesh,Mandla,24.353966,79.68537,11.89,11.24,2024-05-02,2024-06-19,2024-08-11,Approved,0,Community Forest Resource,False,None,None
FRA-00192,Jharkhand,Gumla,24.123352,85.052577,57.19,52.99,2022-04-29,,,Pending,1589,Community Forest Right,True,Unusual Claim Area,Medium
FRA-00193,Kerala,Wayanad,12.266678,77.117833,1.84,1.96,2023-01-26,2023-03-25,2023-06-15,Approved,0,Individual Forest Right,False,None,None
FRA-00194,Chhattisgarh,Kanker,20.396971,82.608422,5.33,6.06,2022-02-01,2022-03-07,2022-03-27,Approved,0,Community Forest Right,False,None,None
FRA-00195,Chhattisgarh,Kanker,19.98316,80.717993,5.16,4.82,2024-08-12,,,Pending,753,Community Forest Right,False,None,None
FRA-00196,Odisha,Sundargarh,20.364016,86.612675,10.97,11.83,2023-10-18,2024-01-30,,Under Verification,1052,Individual Forest Right,False,None,None
FRA-00197,Maharashtra,Nandurbar,20.96501,73.129759,8.52,8.73,2024-05-05,2024-06-09,2024-07-26,Approved,0,Community Forest Resource,False,None,None
FRA-00198,Chhattisgarh,Dantewada,20.753213,82.830394,5.39,5.82,2024-09-27,2025-03-20,,Under Verification,707,Community Forest Right,False,None,None
FRA-00199,Chhattisgarh,Surguja,18.846329,82.160941,7.58,8.53,2025-01-15,2025-02-09,,Under Verification,597,Individual Forest Right,False,None,None
FRA-00200,Kerala,Wayanad,11.793017,76.030981,12.72,11.7,2025-12-19,2026-01-25,2026-04-04,Approved,0,Individual Forest Right,False,None,None
FRA-00201,Maharashtra,Nashik,20.637137,73.125854,8.22,8.0,2022-02-04,,,Pending,1673,Community Forest Right,False,None,None
FRA-00202,Madhya Pradesh,Dindori,24.015419,80.639093,2.05,1.8,2022-11-01,2023-01-29,2023-04-11,Approved,0,Community Forest Right,False,None,None
FRA-00203,Odisha,Sundargarh,18.816077,87.31684,7.16,6.61,2025-11-28,2026-03-05,2026-03-20,Approved,0,Community Forest Resource,False,None,None
FRA-00204,Madhya Pradesh,Bhopal,23.013196,78.508678,7.4,7.7,2025-12-10,2026-02-21,2026-04-22,Approved,0,Community Forest Right,False,None,None
FRA-00205,Maharashtra,Gadchiroli,21.579165,80.353218,3.83,4.29,2025-11-18,2026-03-29,,Under Verification,290,Individual Forest Right,False,None,None
FRA-00206,Kerala,Idukki,12.197935,76.408775,0.98,1.11,2023-10-07,2023-11-12,2024-01-31,Approved,0,Community Forest Resource,False,None,None
FRA-00207,Jharkhand,Ranchi,22.748192,85.973854,8.72,9.63,2025-10-18,2026-01-20,,Under Verification,321,Community Forest Resource,False,None,None
FRA-00208,Chhattisgarh,Bastar,20.503964,82.92297,97.82,92.72,2022-06-05,2022-09-21,2022-12-13,Approved,0,Community Forest Resource,True,Unusual Claim Area,High
FRA-00209,Odisha,Sundargarh,20.462414,84.60115,14.15,13.86,2025-10-24,,,Pending,315,Community Forest Resource,False,None,None
FRA-00210,Odisha,Mayurbhanj,21.352434,83.369171,2.74,2.91,2025-07-22,2025-09-19,2025-11-03,Approved,0,Individual Forest Right,False,None,None
FRA-00211,Madhya Pradesh,Mandla,23.11184,80.045386,1.98,1.73,2024-06-01,2024-08-21,2024-10-30,Approved,0,Individual Forest Right,False,None,None
FRA-00212,Madhya Pradesh,Mandla,23.38555,79.387698,11.87,13.17,2022-01-26,2022-03-26,2022-04-10,Approved,0,Community Forest Resource,False,None,None
FRA-00213,Chhattisgarh,Kanker,21.42658,80.508505,4.4,4.09,2022-10-26,2022-12-30,2023-02-08,Approved,0,Community Forest Right,False,None,None
FRA-00214,Madhya Pradesh,Mandla,22.629249,77.98636,9.56,9.83,2023-02-05,,,Pending,1307,Individual Forest Right,False,None,None
FRA-00215,Jharkhand,Simdega,24.104033,85.329615,13.0,5.07,2024-05-31,,,Rejected,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-00216,Odisha,Mayurbhanj,22.358298,87.359263,4.73,5.01,2024-10-02,2024-12-13,,Under Verification,702,Community Forest Right,False,None,None
FRA-00217,Jharkhand,Simdega,22.28472,85.973477,9.09,9.21,2025-10-28,,,Rejected,0,Community Forest Resource,False,None,None
FRA-00218,Jharkhand,Gumla,23.096137,85.019659,10.55,11.56,2024-04-17,,,Pending,870,Community Forest Right,False,None,None
FRA-00219,Chhattisgarh,Surguja,21.293315,82.145709,11.94,10.41,2025-05-09,,,Pending,483,Community Forest Resource,False,None,None
FRA-00220,Kerala,Kannur,11.130936,76.976802,5.71,12.32,2025-01-04,,,Pending,608,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-00221,Kerala,Wayanad,11.189661,76.612578,9.88,11.26,2023-11-11,2024-03-10,,Under Verification,1028,Individual Forest Right,False,None,None
FRA-00222,Odisha,Mayurbhanj,20.542705,85.33459,8.92,9.12,2024-07-01,2024-09-08,2024-11-27,Approved,0,Individual Forest Right,False,None,None
FRA-00223,Odisha,Koraput,20.431084,84.329445,13.85,12.13,2024-11-06,2022-12-10,2023-02-11,Under Verification,667,Individual Forest Right,True,Delayed Processing,High
FRA-00224,Jharkhand,West Singhbhum,22.797274,85.050924,12.25,10.84,2023-12-04,,,Pending,1005,Individual Forest Right,False,None,None
FRA-00225,Kerala,Palakkad,11.047982,76.379776,5.3,5.18,2024-08-04,2024-10-04,2024-12-28,Approved,0,Community Forest Resource,False,None,None
FRA-00226,Kerala,Kannur,10.686747,76.843471,13.3,13.1,2024-05-29,2024-09-06,2024-10-08,Approved,0,Community Forest Resource,False,None,None
FRA-00227,Madhya Pradesh,Bhopal,23.998756,79.147556,5.8,5.27,2022-08-22,2022-12-20,2023-02-25,Approved,0,Community Forest Resource,False,None,None
FRA-00228,Odisha,Sundargarh,20.945234,85.641521,5.54,2.78,2025-06-18,2025-09-22,2025-11-04,Approved,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-00229,Madhya Pradesh,Balaghat,22.933265,77.565434,6.13,6.31,2025-03-23,2025-04-25,2025-07-01,Approved,0,Community Forest Resource,False,None,None
FRA-00230,Kerala,Palakkad,11.164738,76.224105,2.53,4.29,2024-07-12,,,Pending,784,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-00231,Maharashtra,Nashik,19.636537,76.933807,10.8,10.62,2022-12-09,2022-12-22,2023-01-24,Approved,0,Community Forest Right,False,None,None
FRA-00232,Chhattisgarh,Surguja,18.841045,81.371964,11.27,12.17,2025-01-30,,,Pending,582,Community Forest Right,False,None,None
FRA-00233,Maharashtra,Chandrapur,20.168174,79.05429,11.52,11.32,2023-03-24,2023-04-29,,Under Verification,1260,Community Forest Resource,False,None,None
FRA-00234,Chhattisgarh,Surguja,22.374049,80.096691,4.31,4.78,2022-06-28,2022-07-23,2022-08-27,Approved,0,Community Forest Resource,False,None,None
FRA-00235,Maharashtra,Chandrapur,21.444195,77.882094,6.71,6.94,2025-09-17,,,Under Verification,352,Community Forest Right,True,Delayed Processing,High
FRA-00236,Kerala,Idukki,10.368,75.668358,12.94,14.82,2025-10-23,,,Rejected,0,Community Forest Right,False,None,None
FRA-00237,Madhya Pradesh,Mandla,24.167619,77.507553,13.06,12.08,2025-12-27,2026-02-06,2026-04-02,Approved,0,Community Forest Resource,False,None,None
FRA-00238,Kerala,Idukki,11.383438,75.937931,1.59,1.73,2022-07-10,2022-10-23,2022-12-02,Approved,0,Community Forest Right,False,None,None
FRA-00239,Jharkhand,West Singhbhum,22.818223,84.008656,11.72,12.54,2024-07-27,,,Pending,769,Individual Forest Right,False,None,None
FRA-00240,Maharashtra,Nashik,18.87132,76.437145,3.57,3.32,2023-08-04,2023-10-26,2023-11-16,Approved,0,Community Forest Right,False,None,None
FRA-00241,Odisha,Koraput,18.683772,85.817808,12.63,10.8,2022-11-20,2022-11-30,2023-01-28,Approved,0,Community Forest Resource,False,None,None
FRA-00242,Chhattisgarh,Surguja,18.794887,82.798177,4.47,4.68,2023-05-28,2023-08-31,2023-11-27,Approved,0,Community Forest Right,False,None,None
FRA-00243,Kerala,Idukki,11.677965,76.88808,6.72,5.9,2022-07-14,2022-09-23,2022-10-07,Approved,0,Individual Forest Right,False,None,None
FRA-00244,Maharashtra,Nashik,18.037148,78.564777,12.35,14.16,2024-05-14,,,Pending,843,Individual Forest Right,False,None,None
FRA-00245,Jharkhand,Ranchi,23.826908,84.358495,5.04,5.62,2022-10-08,2023-01-30,2023-02-21,Approved,0,Community Forest Resource,False,None,None
FRA-00246,Chhattisgarh,Bastar,20.652541,80.025424,9.93,9.75,2023-03-13,,,Pending,1271,Community Forest Right,False,None,None
FRA-00247,Maharashtra,Nashik,21.43985,73.693504,1.96,2.11,2025-04-22,,,Rejected,0,Community Forest Right,False,None,None
FRA-00248,Odisha,Mayurbhanj,19.491145,85.900793,4.1,4.22,2025-08-27,2025-09-04,2025-09-12,Pending,373,Community Forest Resource,True,Delayed Processing,High
FRA-00249,Jharkhand,Simdega,23.615424,86.743306,12.01,11.07,2024-03-01,2024-05-13,2024-08-07,Approved,0,Community Forest Resource,False,None,None
FRA-00250,Madhya Pradesh,Mandla,24.334811,77.527932,12.98,13.25,2024-01-19,,,Pending,959,Community Forest Right,False,None,None
FRA-00251,Madhya Pradesh,Bhopal,23.468409,77.055174,3.63,4.09,2024-03-26,,,Pending,892,Community Forest Resource,False,None,None
FRA-00252,Jharkhand,West Singhbhum,23.754527,84.288497,8.28,3.82,2023-07-23,2023-08-12,2023-10-21,Approved,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-00253,Kerala,Kannur,11.689875,77.11617,1.34,1.17,2024-06-08,2024-09-04,2024-11-25,Approved,0,Community Forest Resource,False,None,None
FRA-00254,Kerala,Palakkad,9.858329,76.769752,10.67,9.59,2025-02-21,,,Pending,560,Individual Forest Right,True,Delayed Processing,High
FRA-00255,Kerala,Idukki,11.698808,75.295142,13.55,12.88,2024-05-29,2024-06-16,2024-07-24,Approved,0,Community Forest Resource,False,None,None
FRA-00256,Kerala,Wayanad,10.988443,76.276955,1.3,0.48,2022-12-08,2023-01-19,2023-02-06,Approved,0,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-00257,Chhattisgarh,Bastar,20.358823,81.148938,2.68,4.69,2022-03-14,,,Pending,1635,Community Forest Right,True,Land Record Mismatch,High
FRA-00258,Madhya Pradesh,Mandla,22.298502,79.693303,1.26,1.16,2024-11-22,2025-03-14,,Under Verification,651,Community Forest Right,False,None,None
FRA-00259,Odisha,Keonjhar,19.809204,85.488911,0.62,0.56,2025-02-28,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00260,Jharkhand,Simdega,23.479227,85.726762,11.7,10.63,2025-01-24,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00261,Jharkhand,Ranchi,22.582494,85.212483,12.67,14.1,2025-08-10,2024-02-20,2024-04-13,Pending,390,Community Forest Resource,True,Delayed Processing,High
FRA-00262,Chhattisgarh,Dantewada,20.460144,80.179685,14.96,15.91,2022-07-10,2022-08-18,2022-10-28,Approved,0,Community Forest Right,False,None,None
FRA-00263,Jharkhand,Ranchi,23.451927,85.768997,9.74,9.43,2025-04-27,,,Pending,495,Individual Forest Right,False,None,None
FRA-00264,Chhattisgarh,Surguja,19.304955,80.945027,12.11,12.84,2023-10-31,2023-12-14,2024-01-17,Approved,0,Individual Forest Right,False,None,None
FRA-00265,Chhattisgarh,Bastar,18.777053,80.493125,7.26,7.06,2025-01-02,2025-04-20,2025-05-21,Approved,0,Community Forest Right,False,None,None
FRA-00266,Odisha,Koraput,18.861684,86.634186,4.91,5.21,2025-05-20,2025-09-13,2025-10-29,Approved,0,Community Forest Resource,False,None,None
FRA-00267,Chhattisgarh,Surguja,19.981222,80.146852,4.83,5.29,2022-12-23,2023-02-22,2023-04-25,Approved,0,Community Forest Resource,False,None,None
FRA-00268,Chhattisgarh,Bastar,20.310216,82.41169,2.53,2.16,2023-04-01,2023-07-25,2023-09-19,Approved,0,Community Forest Resource,False,None,None
FRA-00269,Kerala,Wayanad,11.246971,75.647052,12.28,10.52,2025-11-03,2022-08-13,2022-10-13,Under Verification,305,Individual Forest Right,True,Delayed Processing,Medium
FRA-00270,Jharkhand,Ranchi,22.419973,86.008595,12.41,12.02,2022-03-02,2022-05-05,2022-06-01,Approved,0,Individual Forest Right,False,None,None
FRA-00271,Odisha,Keonjhar,20.284046,83.668841,9.4,9.73,2025-08-18,2025-10-19,2026-01-02,Approved,0,Individual Forest Right,False,None,None
FRA-00272,Odisha,Sundargarh,19.048944,83.89756,13.33,13.43,2024-11-02,2025-12-11,,Under Verification,671,Community Forest Resource,True,Delayed Processing,High
FRA-00273,Jharkhand,Simdega,24.281693,85.758376,6.13,5.54,2023-10-16,,,Pending,1054,Community Forest Right,False,None,None
FRA-00274,Madhya Pradesh,Dindori,23.323581,80.067369,14.99,17.12,2022-07-25,2022-09-03,2022-10-12,Approved,0,Community Forest Resource,False,None,None
FRA-00275,Madhya Pradesh,Balaghat,23.43923,80.930659,6.13,6.93,2025-03-13,2023-03-17,2023-05-01,Pending,540,Community Forest Resource,True,Delayed Processing,High
FRA-00276,Maharashtra,Nandurbar,20.252436,74.505869,14.83,16.53,2024-10-05,,,Pending,699,Individual Forest Right,False,None,None
FRA-00277,Madhya Pradesh,Bhopal,22.581558,77.875236,8.13,6.91,2025-06-11,2025-07-07,2025-08-24,Approved,0,Community Forest Right,False,None,None
FRA-00278,Madhya Pradesh,Bhopal,22.36928,79.818785,2.55,2.25,2024-12-13,2025-01-10,,Under Verification,630,Community Forest Resource,False,None,None
FRA-00279,Jharkhand,Ranchi,22.841403,85.129111,42.19,48.12,2024-06-13,,,Rejected,0,Community Forest Resource,True,Unusual Claim Area,High
FRA-00280,Maharashtra,Chandrapur,18.892949,77.711601,3.04,1.69,2025-11-11,2025-12-13,2025-12-18,Approved,0,Individual Forest Right,True,Land Record Mismatch,High
FRA-00281,Maharashtra,Chandrapur,21.684153,80.740253,3.7,3.77,2024-10-13,2025-01-26,2025-02-09,Approved,0,Community Forest Right,False,None,None
FRA-00282,Chhattisgarh,Bastar,22.108309,82.010074,11.07,10.52,2022-01-24,2022-03-06,2022-03-19,Approved,0,Individual Forest Right,False,None,None
FRA-00283,Kerala,Wayanad,9.644442,76.09555,6.58,5.92,2024-04-27,,,Pending,860,Community Forest Resource,False,None,None
FRA-00284,Jharkhand,Ranchi,24.072017,86.760555,8.88,9.57,2023-04-07,2023-04-26,2023-05-05,Approved,0,Community Forest Right,False,None,None
FRA-00285,Odisha,Koraput,18.796802,83.765473,5.94,6.35,2025-01-25,2025-02-27,,Under Verification,587,Community Forest Resource,False,None,None
FRA-00286,Jharkhand,Ranchi,23.078308,86.287723,9.31,9.13,2022-04-20,2022-05-26,2022-06-24,Approved,0,Community Forest Resource,False,None,None
FRA-00287,Kerala,Idukki,11.481794,75.743502,1.89,1.83,2025-01-30,,,Rejected,0,Community Forest Right,False,None,None
FRA-00288,Madhya Pradesh,Dindori,22.219071,80.295589,9.56,9.5,2022-07-18,2022-08-18,2022-11-12,Approved,0,Individual Forest Right,False,None,None
FRA-00289,Jharkhand,Ranchi,22.770884,85.391136,7.59,7.96,2022-07-06,,,Pending,1521,Community Forest Right,False,None,None
FRA-00290,Jharkhand,Simdega,22.466457,84.156159,6.88,6.39,2023-07-05,,,Pending,1157,Community Forest Resource,False,None,None
FRA-00291,Kerala,Wayanad,9.757122,75.859478,8.35,9.53,2025-07-10,2025-05-09,2025-07-02,Under Verification,421,Community Forest Right,True,Delayed Processing,High
FRA-00292,Odisha,Koraput,20.079217,86.842729,1.0,1.02,2024-11-24,,,Rejected,0,Community Forest Resource,False,None,None
FRA-00293,Chhattisgarh,Bastar,22.746274,81.347119,14.26,12.84,2023-03-10,,,Rejected,0,Community Forest Right,False,None,None
FRA-00294,Madhya Pradesh,Dindori,22.504798,80.290256,2.64,2.72,2023-10-17,2023-11-13,,Under Verification,1053,Community Forest Resource,False,None,None
FRA-00295,Jharkhand,Simdega,24.14156,85.818909,13.8,11.78,2025-12-05,,,Pending,273,Community Forest Right,False,None,None
FRA-00296,Madhya Pradesh,Dindori,22.374106,79.266376,8.95,10.2,2025-01-12,2022-12-26,,Under Verification,600,Community Forest Right,True,Delayed Processing,High
FRA-00297,Jharkhand,West Singhbhum,23.430058,85.655663,3.0,2.91,2025-06-20,,,Pending,441,Individual Forest Right,False,None,None
FRA-00298,Jharkhand,Simdega,23.726284,84.172518,7.39,6.88,2024-02-02,2024-05-26,2024-07-08,Approved,0,Community Forest Right,False,None,None
FRA-00299,Kerala,Wayanad,12.41749,75.569894,4.86,5.22,2023-10-20,2023-12-22,2024-03-13,Approved,0,Individual Forest Right,False,None,None
FRA-00300,Jharkhand,Gumla,24.283582,85.425096,7.52,7.56,2024-02-05,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00301,Madhya Pradesh,Mandla,23.773923,78.613541,11.82,11.91,2024-11-26,2025-04-13,2025-05-13,Pending,647,Individual Forest Right,True,Delayed Processing,Medium
FRA-00302,Odisha,Mayurbhanj,19.59591,86.705778,7.82,8.14,2022-09-11,,,Pending,1454,Community Forest Right,False,None,None
FRA-00303,Maharashtra,Nashik,18.710335,79.963846,9.01,8.6,2022-12-01,,,Rejected,0,Community Forest Resource,False,None,None
FRA-00304,Madhya Pradesh,Mandla,22.068626,77.198604,12.88,13.96,2023-03-15,2023-09-06,,Under Verification,1269,Individual Forest Right,False,None,None
FRA-00305,Odisha,Sundargarh,20.553125,86.890835,14.52,15.31,2024-08-28,2025-02-19,,Under Verification,737,Individual Forest Right,False,None,None
FRA-00306,Chhattisgarh,Surguja,21.041719,82.829015,10.83,11.51,2023-07-18,2023-09-14,2023-11-02,Approved,0,Individual Forest Right,False,None,None
FRA-00307,Jharkhand,Simdega,23.69299,86.885088,6.26,5.51,2024-11-13,2025-02-26,,Under Verification,660,Community Forest Resource,False,None,None
FRA-00308,Maharashtra,Chandrapur,19.193904,73.864836,1.43,1.64,2025-08-04,2025-09-18,2025-10-26,Approved,0,Community Forest Resource,False,None,None
FRA-00309,Odisha,Mayurbhanj,19.099717,86.444635,13.55,14.79,2025-05-13,2025-07-02,2025-07-24,Approved,0,Community Forest Resource,False,None,None
FRA-00310,Jharkhand,Simdega,22.648566,85.46498,6.13,5.28,2025-12-21,2026-02-17,,Under Verification,257,Community Forest Resource,False,None,None
FRA-00311,Chhattisgarh,Dantewada,22.532633,82.015605,7.86,8.67,2025-09-08,2025-11-03,,Under Verification,361,Community Forest Right,False,None,None
FRA-00312,Chhattisgarh,Surguja,21.625933,81.677095,13.73,15.57,2023-11-19,,,Pending,1020,Individual Forest Right,False,None,None
FRA-00313,Kerala,Idukki,10.761418,77.217109,5.89,6.04,2024-08-07,2024-12-15,,Under Verification,758,Community Forest Resource,False,None,None
FRA-00314,Maharashtra,Gadchiroli,19.888879,74.55635,2.24,2.36,2024-12-21,2025-01-06,2025-01-30,Approved,0,Individual Forest Right,False,None,None
FRA-00315,Odisha,Sundargarh,22.448766,87.017803,14.81,13.22,2023-01-05,,,Rejected,0,Community Forest Resource,False,None,None
FRA-00316,Chhattisgarh,Surguja,21.172495,80.014141,4.47,4.82,2022-12-12,,,Pending,1362,Individual Forest Right,False,None,None
FRA-00317,Chhattisgarh,Dantewada,21.167438,81.21018,14.5,13.99,2022-03-19,,,Pending,1630,Individual Forest Right,False,None,None
FRA-00318,Odisha,Mayurbhanj,18.571665,83.018557,11.14,10.23,2023-12-07,2023-12-30,2024-02-22,Approved,0,Community Forest Right,False,None,None
FRA-00319,Chhattisgarh,Bastar,22.119219,80.894607,4.72,5.04,2025-05-06,,,Pending,486,Community Forest Resource,False,None,None
FRA-00320,Chhattisgarh,Surguja,22.980695,81.470536,11.38,10.24,2024-04-06,2024-05-14,2024-06-04,Approved,0,Individual Forest Right,False,None,None
